,...1,...2,validName,q5,q5_low,q5_high,q50,q50_low,q50_high,q95,q95_low,q95_high,year,id_cells,ndstcol,dstdoy,nObs,q5_CI,q50_CI,q95_CI,gcode,annualTemp,tempSeas,annualPrec,precSeas,overwinteringStage,voltinism,diurnality,WikiName,OrigSyn,decade,onset,offset,origin,onsetdate,Year,offsetdate,UnusualWarmDaysOnset,UnusualColdDaysOnset,UnusualWarmOnOff,UnusualColdOnOff,UnusualWarmSum,UnusualColdSum,duration,Seas,GDDOnsetSum,GDDOffsetSum,GDDOnOffSum,annualTemp_unscaled,tempSeas_unscaled,annualPrec_unscaled,precSeas_unscaled,UnusualWarmDaysOnset_unscaled,UnusualColdDaysOnset_unscaled,UnusualWarmOnOff_unscaled,UnusualColdOnOff_unscaled,UnusualWarmSum_unscaled,UnusualColdSum_unscaled
529,550,559,Lycaena phlaeas,142.3,116,156,200,191,202,261.7,257,267.9,0.967481667,166,3.310049211,4.137912959,67,40,11,10.9,Lycaena phlaeas.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,M,M,D,NA,NA,1990,142,261,12/31/1996,5/22/1997,1997,9/18/1997,-0.654742524,-0.615307914,-0.580261735,0.748498926,-0.875040199,0.047740478,119,Summer,280.154167,1788.043519,2068.197686,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,2,0,2
530,551,560,Lycaena phlaeas,135.3,128,138.6,184,149,186.5,247.6,206.1,273,0.842605874,166,3.077751752,2.612874517,54,10.6,37.5,66.9,Lycaena phlaeas.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,M,M,D,NA,NA,1990,135,247,12/31/1994,5/15/1995,1995,9/4/1995,-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,112,Summer,230.826628,1794.147551,2024.974179,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1
531,552,561,Lycaena phlaeas,137,NA,NA,196.5,188,210,249.25,218,259,-1.342720519,127,-0.639007591,-0.202581067,14,249,22,41,Lycaena phlaeas.1960.127,0.715505041,-0.091398953,-0.205048973,-0.733473736,M,M,D,NA,NA,1960,137,249,12/31/1959,5/16/1960,1960,9/5/1960,-0.654742524,1.926121178,-0.580261735,-0.641138474,-0.875040199,0.925210473,112,Summer,396.8640366,1851.818915,2248.682952,159.1284451,9318.88245,946.5498068,0.395111136,0,4,0,0,0,4
532,553,562,Lycaena phlaeas,138.15,136,171.55,207.5,192,243,268.85,259.1,269,1.029919564,166,0.754777163,1.205146725,24,35.55,51,9.9,Lycaena phlaeas.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,M,M,D,NA,NA,1990,138,268,12/31/1997,5/18/1998,1998,9/25/1998,2.722479437,-0.615307914,1.239740089,0.053680226,2.840287054,-0.390994519,130,Summer,388.0328917,2045.496139,2433.529031,156.8041249,7822.783828,1120.979055,0.434723649,6,0,3,1,9,1
533,554,563,Lycaena phlaeas,142,130,142.6,191,163,196,249.2,214.4,252,1.092357461,166,0.987074622,1.087836076,25,12.6,33,37.6,Lycaena phlaeas.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,M,M,D,NA,NA,1990,142,249,12/31/1998,5/22/1999,1999,9/6/1999,-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,107,Summer,352.2836827,1812.403765,2164.687447,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0
534,555,564,Lymantria dispar,198.25,197,202,205,199.5,218,221.75,205.5,223,-0.343714168,166,-0.406710132,-0.554513015,6,5,18.5,17.5,Lymantria dispar.1976.166,0.003739859,-0.374574202,0.135545694,0.337050717,E,U,N,Lymantria dispar,"Phalaena dispar Linnaeus, 1758",1970,198,221,12/31/1975,7/16/1976,1976,8/8/1976,-0.654742524,0.020049359,-0.580261735,1.443317626,-0.875040199,0.925210473,23,Summer,866.5284916,371.4820723,1238.010564,141.6364412,8999.101846,1014.977028,0.494759443,0,1,0,3,0,4
535,557,566,Lymantria dispar,195,NA,NA,197,195,197,204.7,197.7,205,0.343102698,163,-0.174412673,-0.671823664,7,249,2,7.3,Lymantria dispar.1987.163,-0.089433055,0.171930403,-0.771703652,0.047926747,E,U,N,Lymantria dispar,"Phalaena dispar Linnaeus, 1758",1980,195,204,12/31/1986,7/14/1987,1987,7/23/1987,1.033868457,-0.615307914,-0.580261735,0.053680226,0.363402218,-0.390994519,9,Summer,991.5513466,181.2568718,1172.808218,139.3466678,9616.251731,832.705966,0.467846733,3,0,0,1,3,1
536,559,568,Malacosoma americanum,174.6,171,179,183.5,179,185,188.65,185,190,-0.468589962,166,-0.639007591,-0.319891716,10,8,6,5,Malacosoma americana.1974.166,0.118282123,-0.811089526,0.535058925,-0.740154008,E,U,N,Malacosoma americanum,"Bombyx americana Fabricius, 1793",1970,174,188,12/31/1973,6/23/1974,1974,7/7/1974,1.033868457,-0.615307914,-0.580261735,1.443317626,0.363402218,0.486475476,14,Summer,639.8756892,225.6958483,865.5715374,144.4513776,8506.15928,1095.241292,0.394489312,3,0,0,3,3,3
537,560,569,Malacosoma americanum,163.4,161,169,171,161,175,176,170.7,176,-0.343714168,166,-0.639007591,-0.554513015,7,8,14,5.3,Malacosoma americana.1976.166,0.003739859,-0.374574202,0.135545694,0.337050717,E,U,N,Malacosoma americanum,"Bombyx americana Fabricius, 1793",1970,163,176,12/31/1975,6/11/1976,1976,6/24/1976,2.722479437,0.655406632,-0.580261735,-0.641138474,1.601844636,0.047740478,13,Summer,560.0051234,237.0960079,797.1011313,141.6364412,8999.101846,1014.977028,0.494759443,6,2,0,0,6,2
538,561,570,Malacosoma americanum,168,157,168,169,168,175,177,175,177,0.343102698,163,0.057884786,-0.671823664,27,11,7,2,Malacosoma americana.1987.163,-0.089433055,0.171930403,-0.771703652,0.047926747,E,U,N,Malacosoma americanum,"Bombyx americana Fabricius, 1793",1980,168,177,12/31/1986,6/17/1987,1987,6/26/1987,-0.091872197,-0.615307914,-0.580261735,-0.641138474,-0.46222606,-0.829729516,9,Summer,721.9488965,178.9020531,900.8509496,139.3466678,9616.251731,832.705966,0.467846733,1,0,0,0,1,0
539,562,571,Malacosoma americanum,192.6,191,195,195,191,191,199,195.6,199,-1.967099489,181,-0.639007591,-0.789134314,9,4,0,3.4,Malacosoma americana.1950.181,-2.081530663,0.114298676,-1.123288302,-1.46409741,E,U,N,Malacosoma americanum,"Bombyx americana Fabricius, 1793",1950,192,199,12/31/1949,7/11/1950,1950,7/18/1950,-0.654742524,0.020049359,-0.580261735,0.053680226,-0.875040199,0.047740478,7,Summer,649.0051377,115.4554339,764.4605716,90.38982081,9551.170095,762.0708006,0.327102029,0,1,0,1,0,2
540,563,572,Metanema inatomaria,154.2,154,157.6,172,154,173,182.6,168.6,185,0.155789007,178,-0.639007591,-0.671823664,5,3.6,19,16.4,Metanema inatomaria.1984.178,-1.041893718,2.516514252,-1.000727249,3.213167592,P,U,N,NA,NA,1980,154,182,12/31/1983,6/2/1984,1984,6/30/1984,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,28,Spring,352.6859008,423.9127918,776.5986926,115.9394458,12263.91406,786.6939467,0.762478855,0,0,0,0,0,0
541,565,574,Metanema inatomaria,148.1,146,153,155,146,203,203,154.4,203,-0.968093138,162,-0.639007591,-0.671823664,7,7,57,48.6,Metanema inatomaria.1966.162,-0.598533674,0.890021283,-1.149994516,-0.050810781,P,U,N,NA,NA,1960,148,203,12/31/1965,5/28/1966,1966,7/22/1966,-0.654742524,1.290763905,-0.580261735,0.053680226,-0.875040199,0.925210473,55,Spring,257.5420664,870.9641661,1128.506233,126.8352522,10427.16842,756.7053848,0.458655885,0,3,0,1,0,4
542,566,575,Nadata gibbosa,159.7,130,166.9,212,171,226,234,226,234,0.280664801,163,-0.639007591,-0.085270418,19,36.9,55,8,Nadata gibbosa.1986.163,-0.479132304,0.323270428,-0.347675279,-0.463159334,P,M,N,NA,NA,1980,159,234,12/31/1985,6/8/1986,1986,8/22/1986,-0.091872197,0.020049359,-0.580261735,-0.641138474,-0.46222606,-0.390994519,75,Summer,538.0038288,1241.461078,1779.464906,129.7696037,9787.155102,917.895448,0.420272983,1,1,0,0,1,1
543,567,576,Nadata gibbosa,158.6,156,166.4,178.5,171.5,191,227.4,198.35,230,0.218226904,163,-0.406710132,0.26666153,14,10.4,19.5,31.65,Nadata gibbosa.1985.163,-0.574650836,0.856948658,0.018309894,-0.105327572,P,M,N,NA,NA,1980,158,227,12/31/1984,6/7/1985,1985,8/15/1985,2.15960911,-0.615307914,-0.580261735,1.443317626,1.189030497,0.486475476,69,Summer,611.9434296,1062.900058,1674.843487,127.4221855,10389.82058,991.4237525,0.453581264,5,0,0,3,5,3
544,568,577,Nadata gibbosa,153,NA,NA,175,155.1110992,175,212.05,208.15,219.05,0.343102698,163,0.987074622,1.205146725,58,249,19.8889008,10.9,Nadata gibbosa.1987.163,-0.089433055,0.171930403,-0.771703652,0.047926747,P,M,N,NA,NA,1980,153,212,12/31/1986,6/2/1987,1987,7/31/1987,-0.091872197,-0.615307914,0.633072815,0.053680226,0.363402218,-0.390994519,59,Summer,543.9530588,1050.244425,1594.197484,139.3466678,9616.251731,832.705966,0.467846733,1,0,2,1,3,1
545,569,578,Noctua pronuba,184,171,184.2,197,191,202,233,225.45,245,1.092357461,199,-0.639007591,0.26666153,22,13.2,11,19.55,Noctua pronuba.1999.199,-2.653784998,-1.151283192,-0.488522671,0.660106238,M,M,N,Noctua pronuba,"Phalaena (Noctua) pronuba Linnaeus, 1758",1990,184,233,12/31/1998,7/3/1999,1999,8/21/1999,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,49,Summer,586.8259372,711.3421821,1298.168119,76.32636938,8121.989631,889.5984821,0.524830625,0,0,0,0,0,0
546,571,580,Nymphalis antiopa,125,NA,NA,180,125,185,192.2,169,194,-0.968093138,163,-0.639007591,-0.789134314,5,249,60,25,Nymphalis antiopa.1966.163,-0.672292485,0.652638297,-0.992624631,-0.40168392,A,U,D,NA,NA,1960,125,192,12/31/1965,5/5/1966,1966,7/11/1966,-0.091872197,-0.615307914,0.02640554,2.832955025,-0.049411921,1.36394547,67,Spring,125.7097205,857.8309966,983.5407171,125.0225906,10159.09953,788.3218045,0.425995338,1,0,1,5,2,5
547,572,581,Nymphalis antiopa,174.9,174,178.95,187.5,180.5,191.5,197.4,191.1,201,-0.843217344,165,-0.639007591,-0.085270418,10,4.95,11,9.9,Nymphalis antiopa.1968.165,-0.309864685,0.837360403,-0.252336671,0.410530551,A,U,D,NA,NA,1960,174,197,12/31/1967,6/22/1968,1968,7/15/1968,-0.654742524,0.020049359,-0.580261735,0.053680226,-0.875040199,0.047740478,23,Spring,516.4844937,356.5543857,873.0388794,133.9294445,10367.7002,937.049465,0.501599213,0,1,0,1,0,2
548,573,582,Nymphalis antiopa,82.2,80,98.4,172,80,172,184.8,91,188,-0.843217344,147,-0.406710132,-0.789134314,5,18.4,92,97,Nymphalis antiopa.1968.147,1.221319594,0.375025008,-0.521630833,-0.146347522,A,U,D,NA,NA,1960,82,184,12/31/1967,3/22/1968,1968,7/2/1968,-0.654742524,0.655406632,-0.580261735,0.748498926,-0.875040199,0.925210473,102,Spring,46.33612591,1126.434439,1172.770565,171.5591039,9845.599867,882.9468821,0.449762978,0,2,0,2,0,4
549,574,583,Nymphalis antiopa,86.9,77,95,156,110,181,256.6,190.9,271,0.842605874,166,0.987074622,0.735904128,19,18,71,80.1,Nymphalis antiopa.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,A,U,D,NA,NA,1990,86,256,12/31/1994,3/27/1995,1995,9/13/1995,-0.654742524,0.655406632,1.239740089,0.053680226,0.363402218,0.486475476,170,Spring,40.79039019,2112.135093,2152.925483,147.5463667,9412.739689,942.2494508,0.492056084,0,2,3,1,3,3
550,575,584,Nymphalis antiopa,105.7,86,112.45,186.5,141,189.5,202,193,253,0.90504377,166,2.845454293,1.674389323,30,26.45,48.5,60,Nymphalis antiopa.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,A,U,D,NA,NA,1990,105,202,12/31/1995,4/14/1996,1996,7/20/1996,-0.654742524,0.020049359,1.239740089,0.748498926,0.363402218,0.486475476,97,Spring,47.43082418,1159.814496,1207.24532,140.0470982,8775.215848,1455.075974,0.385282011,0,1,3,2,3,3
551,576,585,Nymphalis antiopa,148.2,141,165,193,141,193,218.2,188.2,229,-0.905655241,147,-0.639007591,-0.671823664,7,24,52,40.8,Nymphalis antiopa.1967.147,0.971597661,-0.671324019,0.205068602,2.340989895,A,U,D,NA,NA,1960,148,218,12/31/1966,5/28/1967,1967,8/6/1967,1.033868457,0.655406632,-0.580261735,-0.641138474,0.363402218,0.047740478,70,Spring,450.504096,1220.103069,1670.607165,165.422056,8663.991923,1028.944538,0.681293385,3,2,0,0,3,2
552,577,586,Nymphalis antiopa,114.4,112,120.8,139,118,177,230.6,164.2,261,1.029919564,166,-0.174412673,-0.202581067,9,8.8,59,96.8,Nymphalis antiopa.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,A,U,D,NA,NA,1990,114,230,12/31/1997,4/24/1998,1998,8/18/1998,2.722479437,-0.615307914,-0.580261735,0.053680226,1.601844636,-0.390994519,116,Spring,186.1681817,1668.348354,1854.516535,156.8041249,7822.783828,1120.979055,0.434723649,6,0,0,1,6,1
553,578,587,Nymphalis antiopa,108.8,104,120,122,104,122,215.5,122,226,1.092357461,166,-0.174412673,-0.671823664,7,16,18,104,Nymphalis antiopa.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,A,U,D,NA,NA,1990,108,215,12/31/1998,4/18/1999,1999,8/3/1999,-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,107,Spring,103.2527234,1505.607789,1608.860512,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0
554,579,588,Nymphalis antiopa,95,NA,NA,141.5,95,190,194,154.85,194,-0.09396258,166,-0.174412673,-0.671823664,8,249,95,39.15,Nymphalis antiopa.1980.166,0.048961975,0.349258724,-0.578978893,2.105049215,A,U,D,NA,NA,1980,95,194,12/31/1979,4/4/1980,1980,7/12/1980,-0.654742524,1.290763905,-0.580261735,1.443317626,-0.875040199,1.802680468,99,Spring,13.17189079,1035.604688,1048.776579,142.7477985,9816.50284,871.4253618,0.659331169,0,3,0,3,0,6
555,580,589,Nymphalis antiopa,89,86,89,119,94,124,193.8,158.6,199,0.967481667,166,1.21937208,0.853214777,25,3,30,40.4,Nymphalis antiopa.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,A,U,D,NA,NA,1990,89,193,12/31/1996,3/30/1997,1997,7/12/1997,0.47099813,-0.615307914,-0.580261735,-0.641138474,-0.049411921,-0.829729516,104,Spring,35.390508,985.0593045,1020.449813,141.3559079,8560.900429,985.9766272,0.397207141,2,0,0,0,2,0
556,581,590,Nymphalis antiopa,105.75,98,129,148.5,113.5,190,190.75,149.75,191,-0.031524684,166,-0.174412673,-0.554513015,6,31,76.5,41.25,Nymphalis antiopa.1981.166,0.035707215,-0.087202397,-0.12108528,0.768385787,A,U,D,NA,NA,1980,105,190,12/31/1980,4/15/1981,1981,7/9/1981,2.722479437,-0.615307914,-0.580261735,0.053680226,1.601844636,-0.390994519,85,Spring,137.3984297,986.3805997,1123.779029,142.4220558,9323.621484,963.4185448,0.534909679,6,0,0,1,6,1
557,582,591,Oeneis polixenes,139.9,139,142.6,151,139,151,210.7,158,211,-1.779785798,166,-0.406710132,-0.554513015,7,3.6,12,53,Oeneis polixenes.1953.166,0.629104792,-1.019928533,1.022617178,-0.146524577,L,U,D,Oeneis polixenes,"Papilio polixenes Fabricius, 1775",1950,139,210,12/31/1952,5/19/1953,1953,7/29/1953,-0.654742524,-0.615307914,0.633072815,0.053680226,-0.049411921,-0.390994519,71,Summer,345.0711654,1063.385624,1408.456789,157.0051135,8270.324177,1193.194254,0.449746497,0,0,2,1,2,1
558,583,592,Oeneis polixenes,157.45,147,171.2,209.5,191,223.5,252,224.05,263,0.90504377,166,0.754777163,0.149350881,12,24.2,32.5,38.95,Oeneis polixenes.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,L,U,D,Oeneis polixenes,"Papilio polixenes Fabricius, 1775",1990,157,252,12/31/1995,6/5/1996,1996,9/8/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,95,Summer,443.512917,1556.4217,1999.934617,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
559,584,593,Oeneis polixenes,136.2,124,157.2,204,171,221,237.4,225.6,242,0.967481667,166,1.916264457,1.087836076,23,33.2,50,16.4,Oeneis polixenes.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,L,U,D,Oeneis polixenes,"Papilio polixenes Fabricius, 1775",1990,136,237,12/31/1996,5/16/1997,1997,8/25/1997,-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,101,Summer,232.244015,1501.391625,1733.63564,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,1,0,1
560,585,594,Oeneis polixenes,206,NA,NA,207.5,206,236,258.5,208.25,266,-0.09396258,166,-0.639007591,-0.789134314,6,249,30,57.75,Oeneis polixenes.1980.166,0.048961975,0.349258724,-0.578978893,2.105049215,L,U,D,Oeneis polixenes,"Papilio polixenes Fabricius, 1775",1980,206,258,12/31/1979,7/24/1980,1980,9/14/1980,-0.091872197,1.926121178,0.02640554,-0.641138474,-0.049411921,0.925210473,52,Summer,895.5525841,908.0397965,1803.592381,142.7477985,9816.50284,871.4253618,0.659331169,1,4,1,0,2,4
561,586,595,Oeneis polixenes,138.85,117,140,177.5,147,198.5,237.95,207.55,256,0.842605874,166,1.683966998,0.618593478,20,23,51.5,48.45,Oeneis polixenes.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,L,U,D,Oeneis polixenes,"Papilio polixenes Fabricius, 1775",1990,138,237,12/31/1994,5/18/1995,1995,8/25/1995,-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,99,Summer,242.0182576,1621.422231,1863.440488,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1
562,587,596,Oeneis polixenes,186,NA,NA,214,186,237,246.2,233.8,247,1.092357461,166,0.057884786,-0.319891716,9,249,51,13.2,Oeneis polixenes.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,L,U,D,Oeneis polixenes,"Papilio polixenes Fabricius, 1775",1990,186,246,12/31/1998,7/5/1999,1999,9/3/1999,1.596738783,-0.615307914,1.239740089,-0.641138474,2.014658775,-0.829729516,60,Summer,849.3904277,1092.094622,1941.48505,154.697654,8823.499941,1128.728206,0.576161483,4,0,3,0,7,0
563,588,597,Oeneis polixenes,138,NA,NA,151,138,236.5,249.5,200.25,253,1.029919564,166,-0.406710132,-0.437202366,8,249,98.5,52.75,Oeneis polixenes.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,L,U,D,Oeneis polixenes,"Papilio polixenes Fabricius, 1775",1990,138,249,12/31/1997,5/18/1998,1998,9/6/1998,2.722479437,-0.615307914,0.633072815,0.053680226,2.427472915,-0.390994519,111,Summer,388.0328917,1781.168024,2169.200916,156.8041249,7822.783828,1120.979055,0.434723649,6,0,2,1,8,1
564,589,598,Oeneis polixenes,160.5,157,180.5,204,157,164,222,204,222,-1.342720519,166,-0.639007591,-0.671823664,11,23.5,7,18,Oeneis polixenes.1960.166,-0.02011596,-0.235964424,0.799888842,-0.219066233,L,U,D,Oeneis polixenes,"Papilio polixenes Fabricius, 1775",1960,160,222,12/31/1959,6/8/1960,1960,8/9/1960,0.47099813,-0.615307914,-0.580261735,-0.641138474,-0.049411921,-0.829729516,62,Summer,560.4178872,961.8150095,1522.232897,141.0501719,9155.629362,1148.446985,0.442994056,2,0,0,0,2,0
565,590,599,Orthosia hibisci,122,NA,NA,133.5,122,140,151.05,135.45,157,-1.030531035,162,-0.639007591,-0.789134314,8,249,18,21.55,Orthosia hibisci.1965.162,-0.571765091,0.73491263,-0.56540561,-0.146221667,P,U,N,Orthosia hibisci,"Taeniocampa hibisci Guen<e9>e, 1852",1960,122,151,12/31/1964,5/2/1965,1965,5/31/1965,-0.654742524,2.561478451,-0.580261735,-0.641138474,-0.875040199,1.36394547,29,Spring,90.17183018,355.4095427,445.5813729,127.4931042,10252.00926,874.1523041,0.449774693,0,5,0,0,0,5
566,591,600,Orthosia hibisci,89,87,89,90,NA,NA,110.3,110,111,-0.843217344,162,-0.406710132,-0.319891716,55,2,336,1,Orthosia hibisci.1968.162,-0.457245672,0.760163928,-0.762299188,-0.216438339,P,U,N,Orthosia hibisci,"Taeniocampa hibisci Guen<e9>e, 1852",1960,89,110,12/31/1967,3/29/1968,1968,4/19/1968,0.47099813,0.020049359,0.633072815,-0.641138474,0.776216358,-0.390994519,21,Spring,41.08888406,117.4404003,158.5292844,130.3074792,10280.52473,834.5953712,0.44323867,2,1,2,0,4,1
567,592,601,Orthosia hibisci,103,NA,NA,108,103,108,113.2,109,121,-0.593465756,162,-0.639007591,-0.671823664,14,249,5,12,Orthosia hibisci.1972.162,-0.985187042,0.791456363,-0.549201933,-0.247137247,P,U,N,Orthosia hibisci,"Taeniocampa hibisci Guen<e9>e, 1852",1970,103,113,12/31/1971,4/12/1972,1972,4/22/1972,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,10,Spring,14.16687387,53.53098062,67.69785449,117.3330422,10315.86226,877.4077063,0.440381104,0,0,0,0,0,0
568,593,602,Orthosia hibisci,90.5,84,97,109,97,109,113,109,113,-1.53003421,166,-0.406710132,-0.437202366,11,13,12,4,Orthosia hibisci.1957.166,0.383745154,-0.372294652,-0.484145106,0.71478586,P,U,N,Orthosia hibisci,"Taeniocampa hibisci Guen<e9>e, 1852",1950,90,113,12/31/1956,3/31/1957,1957,4/23/1957,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,23,Spring,21.85184293,67.72674659,89.57858952,150.9752713,9001.676067,890.4779576,0.529920403,0,0,1,0,1,0
569,594,603,Orthosia hibisci,100,NA,NA,101,100,101,106.9,105,109,-0.655903653,162,-0.639007591,-0.437202366,32,249,1,4,Orthosia hibisci.1971.162,-0.308227772,1.211241668,-1.65599482,0.553192954,P,U,N,Orthosia hibisci,"Taeniocampa hibisci Guen<e9>e, 1852",1970,100,106,12/31/1970,4/10/1971,1971,4/16/1971,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,6,Spring,22.16673309,33.25315627,55.41988936,133.9696725,10789.91216,655.0473199,0.514878748,0,0,1,0,1,0
570,595,604,Orthosia hibisci,88.35,88,89,94,88.5,97,104.85,95.95,108,-0.031524684,166,-0.639007591,-0.554513015,8,1,8.5,12.05,Orthosia hibisci.1981.166,0.035707215,-0.087202397,-0.12108528,0.768385787,P,U,N,Orthosia hibisci,"Taeniocampa hibisci Guen<e9>e, 1852",1980,88,104,12/31/1980,3/29/1981,1981,4/14/1981,2.15960911,-0.615307914,0.02640554,-0.641138474,1.601844636,-0.829729516,16,Spring,31.18620336,105.2814784,136.4676817,142.4220558,9323.621484,963.4185448,0.534909679,5,0,1,0,6,0
571,598,607,Orthosia hibisci,88,NA,NA,101,88,103,107,102.2,107,-1.342720519,166,-0.639007591,-0.671823664,9,249,15,4.8,Orthosia hibisci.1960.166,-0.02011596,-0.235964424,0.799888842,-0.219066233,P,U,N,Orthosia hibisci,"Taeniocampa hibisci Guen<e9>e, 1852",1960,88,107,12/31/1959,3/28/1960,1960,4/16/1960,-0.091872197,1.290763905,0.02640554,-0.641138474,-0.049411921,0.486475476,19,Spring,4.573781357,63.94033367,68.51411503,141.0501719,9155.629362,1148.446985,0.442994056,1,3,1,0,2,3
572,599,608,Orthosia hibisci,108.7,108,109,115,109,127,141.2,122.5,144,-0.968093138,162,-0.406710132,-0.319891716,15,1,18,21.5,Orthosia hibisci.1966.162,-0.598533674,0.890021283,-1.149994516,-0.050810781,P,U,N,Orthosia hibisci,"Taeniocampa hibisci Guen<e9>e, 1852",1960,108,141,12/31/1965,4/18/1966,1966,5/21/1966,-0.654742524,0.655406632,-0.580261735,1.443317626,-0.875040199,1.36394547,33,Spring,43.34962241,165.1746485,208.5242709,126.8352522,10427.16842,756.7053848,0.458655885,0,2,0,3,0,5
573,600,609,Orthosia hibisci,89.5,88,93,113,88,114,123,113.7,126,-1.779785798,166,-0.639007591,-0.554513015,7,5,26,12.3,Orthosia hibisci.1953.166,0.629104792,-1.019928533,1.022617178,-0.146524577,P,U,N,Orthosia hibisci,"Taeniocampa hibisci Guen<e9>e, 1852",1950,89,123,12/31/1952,3/30/1953,1953,5/3/1953,-0.091872197,-0.615307914,-0.580261735,-0.641138474,-0.46222606,-0.829729516,34,Spring,40.19160722,131.652706,171.8443132,157.0051135,8270.324177,1193.194254,0.449746497,1,0,0,0,1,0
574,601,610,Panopoda rufimargo,166,NA,NA,167.5,166,168,171,168,171,1.52942274,60,-0.639007591,-0.789134314,14,249,2,3,Panopoda rufimargo.2006.60,4.801087026,-4.855826308,0.484020282,2.563387528,P,U,N,NA,NA,2000,166,171,12/31/2005,6/15/2006,2006,6/20/2006,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,5,Summer,1213.627026,134.7030019,1348.330028,259.5337723,3938.569508,1084.987366,0.701994965,0,0,0,0,0,0
